"","Strain","isolate","plate","well","label_exp","model","param_1","param_2","param_3","param_4","th_gr","em_gr","loss","tot_plate.x","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","tot_plate.y","Strain_nice","ID"
"1","100","2","3","D3","Richards_isolate_2_plate_8","NL_Richards","0.918865477449056","0.16535228007223987","0.17141202329811378","17.929251005381147","0.49345038977979533","0.6199538482116398","0.007601469598433597","3D3",0,1,1,1,0,1,0,0,4,"3D3","P. baetica 1","3D3P. baetica 1"
"2","100","2","4","D8","Richards_isolate_2_plate_9","NL_Richards","0.9138290199152304","5.0077011092349695","0.48852470775816","22.676114329713833","0.09755190996826417","0.13754400958751495","0.0025875958020380495","4D8",1,1,1,1,1,1,0,0,6,"4D8","P. baetica 1","4D8P. baetica 1"
"3","100","2","5","D8","Richards_isolate_2_plate_5","NL_Richards","0.8785918119499455","0.6576102374813394","0.2878095421204114","23.162487020670756","0.39170154523986217","0.6410894316228801","0.00804767189461384","5D8",0,0,0,0,0,0,0,0,0,"5D8","P. baetica 1","5D8P. baetica 1"
"4","100","2","2","E8","Richards_isolate_2_plate_12","NL_Richards","0.8940363141280249","0.5592150649832319","0.22183665767859564","19.80950734260988","0.3392689092575909","0.6821750171998727","0.009551789774463595","2E8",1,1,0,1,0,0,1,0,4,"2E8","P. baetica 1","2E8P. baetica 1"
"5","100","2","1","D2","Richards_isolate_2_plate_16","NL_Richards","0.9112836502083287","1.0740553685223042","0.27926559295323367","18.85407312492527","0.2559060998885794","0.3078526370078544","0.002372335780188833","1D2",0,0,1,0,0,0,0,0,1,"1D2","P. baetica 1","1D2P. baetica 1"
"6","100","2","1","C3","Richards_isolate_2_plate_1","NL_Richards","0.9076523042618043","1.8443143020587298","0.4720810056890009","22.09533244814235","0.2559308344415534","0.33376881240301204","0.006896782907383648","1C3",0,0,0,0,0,0,0,1,1,"1C3","P. baetica 1","1C3P. baetica 1"
"7","100","2","2","G5","Richards_isolate_2_plate_2","NL_Richards","0.8753479650318712","2.2093976840689735","0.4734897622038409","24.300065744210098","0.2142988176597107","0.30666798751851293","0.007068269596551005","2G5",0,0,0,1,1,0,1,0,3,"2G5","P. baetica 1","2G5P. baetica 1"
"8","100","2","2","B5","Richards_isolate_2_plate_7","NL_Richards","0.9524626495739008","5.000832594225725","0.43944274755572893","22.374884509193336","0.08786711449456477","0.13189123011898413","0.0022893407536953773","2B5",0,0,1,0,1,0,0,1,3,"2B5","P. baetica 1","2B5P. baetica 1"
"9","100","2","3","G4","Richards_isolate_2_plate_3","NL_Richards","0.9602285686925996","2.3354133529689904","0.5111928870669452","24.22565584381172","0.2188834831889505","0.29584588139617546","0.006330060534155251","3G4",0,1,0,1,1,1,0,0,4,"3G4","P. baetica 1","3G4P. baetica 1"
"10","100","2","2","G8","Richards_isolate_2_plate_17","NL_Richards","0.9130297992031443","1.2341763255327516","0.2709744047724744","19.493557093574534","0.2166952969685648","0.2674618979556308","0.002208909383361602","2G8",1,1,0,0,1,1,0,0,4,"2G8","P. baetica 1","2G8P. baetica 1"
"11","100","2","1","C11","Richards_isolate_2_plate_6","NL_Richards","0.9531625166365606","4.919897680127234","0.5506670317538893","22.077595136377653","0.11192500822748397","0.14288775512046029","0.0007749499575641146","1C11",1,0,0,0,0,1,0,1,3,"1C11","P. baetica 1","1C11P. baetica 1"
"12","100","2","3","B10","Richards_isolate_2_plate_18","NL_Richards","0.9262509916376713","3.637635326505444","0.6069683782775084","20.748780018419943","0.16685530714542163","0.19968578984439178","0.0013735369289448584","3B10",1,1,1,0,1,0,0,1,5,"3B10","P. baetica 1","3B10P. baetica 1"
"13","100","2","4","D10","Richards_isolate_2_plate_9","NL_Richards","0.884340771779915","5.002668298012086","0.509712855837243","22.444674082799207","0.101885948777031","0.14066489697859744","0.0023350992287312954","4D10",1,1,0,1,1,0,1,1,6,"4D10","P. baetica 1","4D10P. baetica 1"
"14","100","2","2","D3","Richards_isolate_2_plate_12","NL_Richards","0.9102252157511121","4.946115567190094","0.48061264286975325","22.37840364716867","0.09716600239889889","0.14321303588248938","0.0025579710895214294","2D3",0,1,0,0,1,0,0,1,3,"2D3","P. baetica 1","2D3P. baetica 1"
"15","100","2","1","D11","Richards_isolate_2_plate_16","NL_Richards","0.8570148974742133","2.935776381244764","0.5528423736273863","20.486871214294645","0.18830224742712798","0.20209446144140392","0.0007019837080041031","1D11",1,0,0,0,0,0,1,1,3,"1D11","P. baetica 1","1D11P. baetica 1"
"16","100","2","5","E9","Richards_isolate_2_plate_5","NL_Richards","0.8726730905928273","0.4413359817746259","0.2574915409929276","22.882984407395256","0.44542144413298346","0.4624918317199311","0.002344563667146974","5E9",0,0,0,0,0,0,0,0,0,"5E9","P. baetica 1","5E9P. baetica 1"
"17","100","2","3","B6","Richards_isolate_2_plate_8","NL_Richards","0.9657607628632711","5.007533833903399","0.3599139703483448","21.957932068217172","0.07184855701599775","0.11749696037054826","0.003173136725598057","3B6",0,1,0,0,1,1,0,1,4,"3B6","P. baetica 1","3B6P. baetica 1"
"18","100","2","2","C5","Richards_isolate_2_plate_7","NL_Richards","0.8696370211179737","0.6807217000914584","0.23038412963272184","18.499819032859364","0.32080678786629857","0.36150552701878796","0.0021282667681340683","2C5",0,0,1,0,0,1,1,0,3,"2C5","P. baetica 1","2C5P. baetica 1"
"19","100","2","3","G3","Richards_isolate_2_plate_18","NL_Richards","0.9809292919208487","2.677975634066007","0.508558729046434","21.216858993100807","0.18988925198513698","0.20828895104552067","0.0023965002168422904","3G3",0,1,1,0,1,1,0,0,4,"3G3","P. baetica 1","3G3P. baetica 1"
"20","100","2","4","D10","Richards_isolate_2_plate_14","NL_Richards","0.8832649114393206","5.009667494768396","0.583580548977225","23.702367435601758","0.11649053109725598","0.16175820507838504","0.0027351135689050064","4D10",1,1,0,1,1,0,1,1,6,"4D10","P. baetica 1","4D10P. baetica 1"
"21","100","2","4","E6","Richards_isolate_2_plate_14","NL_Richards","0.8583911743896151","4.883891339036552","0.6855457339801756","23.415694843763614","0.14036867314544033","0.15853305058030293","0.0005320557950317008","4E6",0,1,0,1,1,1,1,0,5,"4E6","P. baetica 1","4E6P. baetica 1"
"22","100","2","3","C3","Richards_isolate_2_plate_3","NL_Richards","0.9453550871923092","1.2857769823799268","0.35856140420132876","23.00130245719483","0.27859176416373954","0.38594498030012436","0.007754091641483942","3C3",0,1,1,1,1,0,0,0,4,"3C3","P. baetica 1","3C3P. baetica 1"
"23","100","2","1","F10","Richards_isolate_2_plate_6","NL_Richards","0.8888621276463127","5.005051506100632","0.5329066908452945","23.234027004511447","0.10647273577499237","0.1419870683207064","0.0017158651676102356","1F10",1,0,0,0,1,0,1,0,3,"1F10","P. baetica 1","1F10P. baetica 1"
"24","100","2","4","C8","Richards_isolate_2_plate_4","NL_Richards","0.8599351565451099","2.7287089472756842","0.5891461825349019","23.770715434365545","0.21590555388965502","0.2702111106758529","0.002882980118220272","4C8",0,0,0,1,1,1,1,1,5,"4C8","P. baetica 1","4C8P. baetica 1"
"25","100","2","1","F9","Richards_isolate_2_plate_16","NL_Richards","0.8963139470093949","2.8141720887730886","0.5517199150722103","20.31767003621751","0.19603850822939145","0.22461356063104213","0.00138540202551175","1F9",1,0,1,0,0,0,0,1,3,"1F9","P. baetica 1","1F9P. baetica 1"
"26","100","2","4","G4","Richards_isolate_2_plate_19","NL_Richards","0.9171117580499629","0.5132304393942171","0.2194293478576328","18.82640727689938","0.35984537610076234","0.5575729279646043","0.006636902445644354","4G4",0,1,1,1,1,1,0,0,5,"4G4","P. baetica 1","4G4P. baetica 1"
"27","100","2","3","F3","Richards_isolate_2_plate_18","NL_Richards","0.943397733403691","2.835661743082218","0.5232692225840035","20.51605512016428","0.18451602759374353","0.2156090141974964","0.0016831108900546396","3F3",0,1,1,1,0,0,0,1,4,"3F3","P. baetica 1","3F3P. baetica 1"
"28","100","2","3","D8","Richards_isolate_2_plate_8","NL_Richards","1.0287529534892998","4.44842102273015","0.29559019978643924","21.23586075999717","0.06634730870622454","0.0986245771023573","0.0020751012941201347","3D8",0,0,0,1,1,1,0,1,4,"3D8","P. baetica 1","3D8P. baetica 1"
"29","100","2","5","B6","Richards_isolate_2_plate_15","NL_Richards","0.9311183655657445","0.5048892022220424","0.2068242890189088","18.7485991521263","0.3731964989605152","0.4186918761265426","0.0027809791910454644","5B6",0,0,0,0,0,0,0,0,0,"5B6","P. baetica 1","5B6P. baetica 1"
"30","100","2","1","E2","Richards_isolate_2_plate_1","NL_Richards","0.9245599905205794","1.2971013378146636","0.3638890312249846","22.8342724684422","0.28027496092039883","0.3830984978475677","0.00606037090838368","1E2",0,0,0,1,0,0,0,0,1,"1E2","P. baetica 1","1E2P. baetica 1"
"31","100","2","1","D7","Richards_isolate_2_plate_16","NL_Richards","0.8966216284421352","2.865148481719704","0.5389136663732794","20.491626715819415","0.18808023341453925","0.20715752049334166","0.00136469887902509","1D7",0,0,0,0,1,0,0,1,2,"1D7","P. baetica 1","1D7P. baetica 1"
"32","100","2","2","C11","Richards_isolate_2_plate_12","NL_Richards","0.9499051377432542","5.007466210292417","0.5077851432539872","23.579356265455687","0.10140430604451309","0.14760704481291745","0.0034152689593832664","2C11",1,0,1,0,0,1,0,1,4,"2C11","P. baetica 1","2C11P. baetica 1"
"33","100","2","3","B2","Richards_isolate_2_plate_3","NL_Richards","0.9000543670953574","0.7147950443816675","0.23437677566668125","23.060288308676558","0.32238920436529583","0.40076103994685564","0.005862014652498471","3B2",1,0,0,1,0,1,1,0,4,"3B2","P. baetica 1","3B2P. baetica 1"
"34","100","2","4","C6","Richards_isolate_2_plate_14","NL_Richards","0.8777789110747538","4.726474954724609","0.6056123289521866","22.601601808007388","0.12813140421048255","0.17504659503868497","0.0010891671088356773","4C6",0,1,1,0,1,0,1,1,5,"4C6","P. baetica 1","4C6P. baetica 1"
"35","100","2","2","C5","Richards_isolate_2_plate_12","NL_Richards","0.8836515177665495","0.415906280763237","0.17552934854709912","18.26686415612138","0.3513344684343776","0.51120042967165","0.007653915765613644","2C5",0,0,1,0,0,1,1,0,3,"2C5","P. baetica 1","2C5P. baetica 1"
"36","100","2","3","C2","Richards_isolate_2_plate_18","NL_Richards","0.9064054003587906","2.0670914332803787","0.4125332027533329","20.188637580956023","0.19942469728138615","0.22170033883943882","0.0012285616835188186","3C2",1,0,0,1,0,1,0,1,4,"3C2","P. baetica 1","3C2P. baetica 1"
"37","100","2","3","B6","Richards_isolate_2_plate_18","NL_Richards","0.9186306982777387","2.954355716893074","0.5254028230638894","20.47486751222594","0.17782581646953305","0.19976694573713685","0.0010461332566804888","3B6",0,1,0,0,1,1,0,1,4,"3B6","P. baetica 1","3B6P. baetica 1"
"38","100","2","1","E2","Richards_isolate_2_plate_16","NL_Richards","0.9283876971502198","0.8264426342906523","0.27006403706941573","19.02123515796558","0.31952866808941843","0.37019429512656427","0.003017895279647832","1E2",0,0,0,1,0,0,0,0,1,"1E2","P. baetica 1","1E2P. baetica 1"
"39","100","2","4","F10","Richards_isolate_2_plate_14","NL_Richards","0.906760005716731","4.9869771495483795","0.40370092664492435","23.047726591059217","0.08094209320261533","0.12876159406004536","0.0034417057638655457","4F10",1,1,0,0,1,1,1,1,6,"4F10","P. baetica 1","4F10P. baetica 1"
"40","100","2","3","D10","Richards_isolate_2_plate_13","NL_Richards","0.9731265341906343","5.008162463726325","0.43853668653915556","22.946831545150303","0.08755903821557418","0.12810467277822832","0.0023338023496333746","3D10",1,1,1,0,0,1,0,1,5,"3D10","P. baetica 1","3D10P. baetica 1"
"41","100","2","5","B5","Richards_isolate_2_plate_15","NL_Richards","0.9310875934694892","0.9593564837506899","0.26779592737537644","19.73874776170563","0.2745607981798464","0.341190882802888","0.002729773430501282","5B5",0,0,0,0,0,0,0,0,0,"5B5","P. baetica 1","5B5P. baetica 1"
"42","100","2","5","F3","Richards_isolate_2_plate_10","NL_Richards","0.9388782798710553","5.009221469425714","0.39488157837528404","22.503195508480303","0.07881832293335381","0.12313398458612973","0.003078239420923877","5F3",1,1,1,0,1,1,1,1,7,"5F3","P. baetica 1","5F3P. baetica 1"
"43","100","2","2","F8","Richards_isolate_2_plate_12","NL_Richards","0.9296997313848923","5.009971356701138","0.4749566216292885","22.794102900425372","0.09479902454471083","0.14207283188090528","0.0030550154143305485","2F8",1,1,0,1,0,0,0,1,4,"2F8","P. baetica 1","2F8P. baetica 1"
"44","100","2","1","D2","Richards_isolate_2_plate_6","NL_Richards","0.9274870365297027","0.2687286856394555","0.17007717685957474","17.433065394391605","0.4571147112116204","0.9572550381135648","0.014402582316537921","1D2",0,0,1,0,0,0,0,0,1,"1D2","P. baetica 1","1D2P. baetica 1"
"45","100","2","1","F4","Richards_isolate_2_plate_1","NL_Richards","0.9240481548900639","2.355968725916838","0.5311145251346209","23.784799470939593","0.22543002767237327","0.31750930965193863","0.013442066030428534","1F4",0,1,0,1,0,0,0,0,2,"1F4","P. baetica 1","1F4P. baetica 1"
"46","100","2","4","D7","Richards_isolate_2_plate_4","NL_Richards","0.8824124360773619","1.4493536381548395","0.38022716307541404","23.37391813423938","0.26220779278126527","0.3685257943866906","0.006324918844655223","4D7",0,0,1,1,1,1,1,0,5,"4D7","P. baetica 1","4D7P. baetica 1"
"47","100","2","5","G7","Richards_isolate_2_plate_20","NL_Richards","0.8986618612957057","0.46100754540389394","0.1987203700806873","18.8626170591527","0.38580302097585356","0.4220017794822392","0.002843099980913999","5G7",0,0,0,0,0,0,0,0,0,"5G7","P. baetica 1","5G7P. baetica 1"
"48","100","2","4","B4","Richards_isolate_2_plate_4","NL_Richards","0.9020072359501533","1.1913366602504791","0.3281681261816687","23.21856229460711","0.2749861458134926","0.3738098980798495","0.006832090189744016","4B4",1,0,0,1,1,1,1,0,5,"4B4","P. baetica 1","4B4P. baetica 1"
"49","100","2","1","B3","Richards_isolate_2_plate_1","NL_Richards","0.8502041054974132","1.2500190187167004","0.35165178384000184","23.082113569842203","0.28100182265467183","0.4039461773625411","0.0100326543171221","1B3",0,0,0,0,0,0,1,0,1,"1B3","P. baetica 1","1B3P. baetica 1"
"50","100","2","1","C8","Richards_isolate_2_plate_6","NL_Richards","0.9532108998349883","0.09761650461769078","0.16030558018988758","17.95690812708476","0.5375478918413891","0.6368095935135802","0.007170109014936452","1C8",1,1,0,1,0,0,0,0,3,"1C8","P. baetica 1","1C8P. baetica 1"
"51","100","2","5","F10","Richards_isolate_2_plate_15","NL_Richards","0.9275028745967645","0.37639477453972203","0.18998811075549357","18.424199639450293","0.4290084912777726","0.4494309333242792","0.0024783981934675117","5F10",0,0,0,0,0,0,0,0,0,"5F10","P. baetica 1","5F10P. baetica 1"
"52","100","2","3","C11","Richards_isolate_2_plate_13","NL_Richards","0.9177959874771424","1.1277816217270709","0.28661825675586805","20.587479211785947","0.25203079874799295","0.3202440051530019","0.0022572346856503792","3C11",1,1,0,1,0,1,1,0,5,"3C11","P. baetica 1","3C11P. baetica 1"
"53","100","2","4","F2","Richards_isolate_2_plate_4","NL_Richards","0.9731063201979858","2.353764150052348","0.5204027048767231","24.33015671225742","0.22109058901875664","0.29483868198104635","0.0049275295128330225","4F2",1,0,1,1,1,0,0,1,5,"4F2","P. baetica 1","4F2P. baetica 1"
"54","100","2","2","F5","Richards_isolate_2_plate_12","NL_Richards","0.8935191715237661","4.940217550300356","0.5820915366764959","23.194101874939868","0.11782661880326598","0.16354153454133383","0.0021776331845377306","2F5",0,0,0,1,1,1,0,0,3,"2F5","P. baetica 1","2F5P. baetica 1"
"55","100","2","4","E2","Richards_isolate_2_plate_19","NL_Richards","0.836070060563608","0.5675729453977525","0.2151776821215674","19.32330677794766","0.3267731302909824","0.68406338410738","0.008920085731146022","4E2",1,0,1,1,1,0,1,0,5,"4E2","P. baetica 1","4E2P. baetica 1"
"56","100","2","2","B6","Richards_isolate_2_plate_7","NL_Richards","0.9801523091706674","4.996371135654686","0.44058297473829816","22.185380697424684","0.0881733129773904","0.1420051190763743","0.0029209112549401445","2B6",0,0,0,1,1,0,0,1,3,"2B6","P. baetica 1","2B6P. baetica 1"
"57","100","2","1","E8","Richards_isolate_2_plate_11","NL_Richards","0.921471476704113","0.46826059774446194","0.19734016797734644","19.384914809652315","0.3809172789280388","0.43655390668352334","0.0037209545005697014","1E8",1,1,0,0,0,1,0,0,3,"1E8","P. baetica 1","1E8P. baetica 1"
"58","100","2","5","B2","Richards_isolate_2_plate_5","NL_Richards","0.9490906870288555","0.6209828387194786","0.26582090038240846","22.765570164897728","0.37952623449844275","0.4455214738814354","0.0031078355360073468","5B2",0,1,1,1,1,1,0,1,6,"5B2","P. baetica 1","5B2P. baetica 1"
"59","100","2","4","C6","Richards_isolate_2_plate_4","NL_Richards","0.8922219873254186","2.4641151275277773","0.5188630497073314","23.852977666752267","0.21056382094277035","0.24330732507325356","0.0024032452072283144","4C6",0,1,1,0,1,0,1,1,5,"4C6","P. baetica 1","4C6P. baetica 1"
"60","100","2","3","B3","Richards_isolate_2_plate_13","NL_Richards","0.9145439848015857","4.704125252564031","0.5020156701311619","23.230271402015376","0.10671624683432937","0.14644055306490017","0.0018924139088419582","3B3",1,0,0,0,0,1,1,1,4,"3B3","P. baetica 1","3B3P. baetica 1"
"61","100","2","2","D6","Richards_isolate_2_plate_12","NL_Richards","0.9100505793755458","4.9971347209312516","0.5777194400074166","22.850088932051765","0.11560951550419023","0.15857216910253097","0.0022536371933170223","2D6",0,0,0,1,0,1,0,1,3,"2D6","P. baetica 1","2D6P. baetica 1"
"62","100","2","5","F6","Richards_isolate_2_plate_10","NL_Richards","0.9142379355327789","1.0731896468963398","0.2959996577195319","19.71221594471233","0.2731293033743979","0.3473285298303626","0.002660116180456311","5F6",0,0,0,0,0,0,0,0,0,"5F6","P. baetica 1","5F6P. baetica 1"
"63","100","2","1","G6","Richards_isolate_2_plate_6","NL_Richards","0.9482074567672887","4.8957024580635125","0.37404619686436663","21.713526482776647","0.0763787114997695","0.12169321625675261","0.0026640405857535996","1G6",0,0,0,1,0,0,0,1,2,"1G6","P. baetica 1","1G6P. baetica 1"
"64","100","2","3","E6","Richards_isolate_2_plate_13","NL_Richards","0.9209039191660827","5.00974848854717","0.5494907238351251","23.21728282272504","0.1096834995199987","0.14897048673386543","0.00237726508767688","3E6",0,0,1,1,1,1,0,0,4,"3E6","P. baetica 1","3E6P. baetica 1"
"65","100","2","4","G2","Richards_isolate_2_plate_4","NL_Richards","0.9042140060193117","2.3505658938469396","0.5103353518187486","25.02381867162006","0.21710899239545084","0.3484079659485242","0.019222606991609954","4G2",1,0,1,1,0,1,1,0,5,"4G2","P. baetica 1","4G2P. baetica 1"
"66","100","2","2","G9","Richards_isolate_2_plate_7","NL_Richards","0.9414071748377896","4.878748125407226","0.5128960907826873","22.365543535797062","0.10512628212159165","0.1436470278152411","0.001748380359004038","2G9",1,0,1,1,1,0,0,0,4,"2G9","P. baetica 1","2G9P. baetica 1"
"67","100","2","1","G9","Richards_isolate_2_plate_6","NL_Richards","0.9236330385006365","4.9862935551969745","0.49304271717416054","22.572104599611745","0.09887685437841372","0.1409966279117687","0.00214167429045384","1G9",1,0,0,1,1,0,0,0,3,"1G9","P. baetica 1","1G9P. baetica 1"
"68","100","2","1","C6","Richards_isolate_2_plate_6","NL_Richards","0.9517129661761453","4.974994821240072","0.4033829333117236","22.775071503286036","0.08107200953752432","0.13353515047366327","0.004839143797034464","1C6",0,0,1,0,0,0,0,1,2,"1C6","P. baetica 1","1C6P. baetica 1"
"69","100","2","3","E5","Richards_isolate_2_plate_3","NL_Richards","0.9502476592733754","2.1498743639526636","0.48073060664898426","23.82535414248313","0.22359891244461833","0.27984602282269533","0.0043896838121205446","3E5",0,1,0,1,0,1,0,1,4,"3E5","P. baetica 1","3E5P. baetica 1"
"70","100","2","3","B7","Richards_isolate_2_plate_3","NL_Richards","0.85592975162637","1.3157943465628954","0.35334827895804444","22.974211712984964","0.26825568569270364","0.3721218858140818","0.006272370507424942","3B7",0,0,1,1,0,1,1,0,4,"3B7","P. baetica 1","3B7P. baetica 1"
"71","100","2","5","E5","Richards_isolate_2_plate_15","NL_Richards","0.9156871198891514","0.503320733036337","0.2084042233316093","18.76517106067331","0.3779786043556179","0.4309923761536698","0.002908811476498242","5E5",0,0,0,0,0,0,0,0,0,"5E5","P. baetica 1","5E5P. baetica 1"
"72","100","2","1","E11","Richards_isolate_2_plate_16","NL_Richards","0.9203013584961571","1.0232026533033751","0.2648346869767032","19.04827828510838","0.2538454309001237","0.31139964237786794","0.0021288313935854584","1E11",0,1,1,1,0,0,0,0,3,"1E11","P. baetica 1","1E11P. baetica 1"
"73","100","2","5","C7","Richards_isolate_2_plate_10","NL_Richards","0.8985047235442443","1.1415165852780735","0.30963859193707705","19.661446445724692","0.2691933821879574","0.33902730774725426","0.0027076230747873223","5C7",0,0,0,0,0,0,0,0,0,"5C7","P. baetica 1","5C7P. baetica 1"
"74","100","2","5","D9","Richards_isolate_2_plate_20","NL_Richards","0.901422617816515","0.3123469799574852","0.17271693957139594","18.85631251022169","0.4419556530390414","0.4890656748890681","0.004150988513171297","5D9",0,0,0,0,0,0,0,0,0,"5D9","P. baetica 1","5D9P. baetica 1"
"75","100","2","5","B5","Richards_isolate_2_plate_10","NL_Richards","0.9048950636983792","0.893626273245349","0.2637068072129343","19.404831331067832","0.28908578258832124","0.36306129960108613","0.0032304670145926846","5B5",0,0,0,0,0,0,0,0,0,"5B5","P. baetica 1","5B5P. baetica 1"
"76","100","2","1","B2","Richards_isolate_2_plate_11","NL_Richards","0.925243899582126","0.9091762316890959","0.2606253087108047","20.346032309119767","0.281938012771144","0.36352023844022757","0.0033281588375354905","1B2",1,0,0,0,0,0,0,0,1,"1B2","P. baetica 1","1B2P. baetica 1"
"77","100","2","4","D11","Richards_isolate_2_plate_9","NL_Richards","0.9291916507650891","5.000286189689763","0.38576906701469904","22.31028872200064","0.07713376373063047","0.116813958635961","0.0024858045574068705","4D11",1,0,1,1,0,1,1,1,6,"4D11","P. baetica 1","4D11P. baetica 1"
"78","100","2","3","E7","Richards_isolate_2_plate_13","NL_Richards","0.8694312429528903","5.005963666774103","0.5388237132385738","23.819368821824668","0.10763567762177252","0.1453851298654831","0.0018941070084073218","3E7",0,0,1,0,1,1,1,0,4,"3E7","P. baetica 1","3E7P. baetica 1"
"79","100","2","2","C8","Richards_isolate_2_plate_17","NL_Richards","0.8896444661834841","1.2837269721239133","0.32512152017501983","19.254436289549172","0.25171328218908556","0.4352208562373655","0.005825286573611693","2C8",1,1,0,1,1,0,0,0,4,"2C8","P. baetica 1","2C8P. baetica 1"
"80","100","2","4","C4","Richards_isolate_2_plate_14","NL_Richards","0.9272833062600433","5.001682187193576","0.5460570676985679","22.701594149985265","0.10917356690685547","0.15120487026572227","0.002003813369877807","4C4",1,0,0,1,1,1,0,1,5,"4C4","P. baetica 1","4C4P. baetica 1"
"81","100","2","5","G9","Richards_isolate_2_plate_10","NL_Richards","0.9283668167613465","0.927349479663783","0.27556482156243234","19.376950752945802","0.29220008295621386","0.35210479985888393","0.002583123257654105","5G9",0,0,0,0,0,0,0,0,0,"5G9","P. baetica 1","5G9P. baetica 1"
"82","100","2","5","C6","Richards_isolate_2_plate_20","NL_Richards","0.8757878975004653","0.7702297420531311","0.25764153653654004","19.09591057740151","0.3252137714302728","0.36959532325789646","0.0032798544943118393","5C6",0,0,0,0,0,0,0,0,0,"5C6","P. baetica 1","5C6P. baetica 1"
"83","100","2","4","G10","Richards_isolate_2_plate_19","NL_Richards","0.8465478695002177","0.5522740707281529","0.22975880604038423","18.539153190207703","0.3562119220684366","0.5587718002641957","0.006399730746994689","4G10",1,0,1,1,1,1,1,0,6,"4G10","P. baetica 1","4G10P. baetica 1"
"84","100","2","1","B11","Richards_isolate_2_plate_11","NL_Richards","0.8992644799513821","1.0871987959363187","0.2896346590353488","20.19097765483307","0.2639514093440443","0.32928213098462217","0.00241661975930557","1B11",1,0,0,0,0,1,1,0,3,"1B11","P. baetica 1","1B11P. baetica 1"
"85","100","2","5","G10","Richards_isolate_2_plate_15","NL_Richards","0.9462582132197159","0.4951980767532017","0.2050484568672462","18.763005721727176","0.37581292108454245","0.41244918573718553","0.002171764713908382","5G10",0,0,0,0,0,0,0,0,0,"5G10","P. baetica 1","5G10P. baetica 1"
"86","100","2","3","G8","Richards_isolate_2_plate_18","NL_Richards","0.8675488378050985","3.0275536015913147","0.5396830869490526","20.556877273421318","0.17824644044172594","0.18991627970403346","0.0005962724567789822","3G8",0,0,0,0,1,1,1,1,4,"3G8","P. baetica 1","3G8P. baetica 1"
"87","100","2","2","G7","Richards_isolate_2_plate_12","NL_Richards","0.8880292734310415","0.3686085578282589","0.16898672864076494","18.013488220654757","0.36410854333563863","0.497711206149011","0.006649784403367099","2G7",1,1,1,0,0,0,1,0,4,"2G7","P. baetica 1","2G7P. baetica 1"
"88","100","2","1","B10","Richards_isolate_2_plate_11","NL_Richards","0.9438051377829507","1.4590869889740872","0.37297782926792983","20.162092068052345","0.2551306512098952","0.3191988343229946","0.0027322901740452917","1B10",1,0,0,1,0,1,0,0,3,"1B10","P. baetica 1","1B10P. baetica 1"
"89","100","2","4","G8","Richards_isolate_2_plate_4","NL_Richards","0.8919613602773121","1.7837987891489588","0.42921085706187617","24.001711717283914","0.24058514051095395","0.32967461680220456","0.007179057695287883","4G8",1,1,1,1,0,1,1,0,6,"4G8","P. baetica 1","4G8P. baetica 1"
"90","100","2","3","D8","Richards_isolate_2_plate_18","NL_Richards","0.9111654665243079","4.307938144949465","0.7018248600251656","21.385551089372797","0.1629140076193907","0.20193985120174504","0.002093284628883918","3D8",0,0,0,1,1,1,0,1,4,"3D8","P. baetica 1","3D8P. baetica 1"
"91","100","2","2","E3","Richards_isolate_2_plate_2","NL_Richards","0.8817703333567712","1.9109757334936293","0.4357846888683143","24.02421153096164","0.22801903179629573","0.31460300587920037","0.0063778632377084685","2E3",0,1,0,0,0,1,1,0,3,"2E3","P. baetica 1","2E3P. baetica 1"
"92","100","2","4","D9","Richards_isolate_2_plate_9","NL_Richards","0.8732404314866156","4.866236914658653","0.576249329125482","23.287561877679625","0.11841733018167612","0.14592428587963938","0.001424344082301771","4D9",1,1,1,0,1,1,1,0,6,"4D9","P. baetica 1","4D9P. baetica 1"
"93","100","2","4","D6","Richards_isolate_2_plate_14","NL_Richards","0.8599864340423421","4.821247842402054","0.616645456469587","22.70213289421014","0.1279012350072851","0.157798928046115","0.0011189736526938123","4D6",0,1,1,0,0,1,1,1,5,"4D6","P. baetica 1","4D6P. baetica 1"
"94","100","2","5","C10","Richards_isolate_2_plate_5","NL_Richards","0.8676431963793255","0.8242714478124058","0.3483136857917082","22.672110780245845","0.39611652900927474","0.500055272793084","0.005402729535778483","5C10",0,0,0,0,0,0,0,0,0,"5C10","P. baetica 1","5C10P. baetica 1"
"95","100","2","2","G11","Richards_isolate_2_plate_17","NL_Richards","0.9391003202989436","3.691806560718369","0.6266416690168054","20.890208985925426","0.16973670039594746","0.19963640198089153","0.001246442522893328","2G11",1,0,0,1,1,0,0,1,4,"2G11","P. baetica 1","2G11P. baetica 1"
"96","100","2","2","B11","Richards_isolate_2_plate_2","NL_Richards","0.8720850169080137","1.437814352923542","0.36678414867347287","23.40356118284156","0.25493075830962575","0.34160973107535164","0.004397029743335414","2B11",1,0,1,0,0,1,1,0,4,"2B11","P. baetica 1","2B11P. baetica 1"
"97","100","2","3","F9","Richards_isolate_2_plate_8","NL_Richards","1.0442040127681782","4.964897511045443","0.3075594485682149","20.891018636709138","0.06186979599551034","0.09404096044222304","0.0023972631247838935","3F9",1,1,1,0,1,1,0,0,5,"3F9","P. baetica 1","3F9P. baetica 1"
