Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Replicate,EtOH_1,EtOH_2,EtOH_3,EtOH_4,EtOH_5,EtOH_6,EtOH_7,EtOH_8
model_custom,custom,custom,custom,custom,custom,custom,custom,custom
K_G,1.1451731161779577,2.5509622342920966,8.611770079082468,2.8738766862033662,4.225701370697947,1.5841209732046195,4.093194398488146,2.2207490521741633
K_E,3.2153370623169886e6,11596.76570869549,1.5629603287494738e7,6.996740105522638e6,6.951884380158285e6,1.6304744658980055e7,1.185741619454372e7,858360.4568548936
mu_max,0.3001986710040116,0.31446107237103316,0.576287770987959,0.3293966219584521,0.36002024674976146,0.29863553022015754,0.3633202096765516,0.31820925359568736
Y_s,6.761750420362031,7.542563083416287,7.24409343220391,7.013959952476997,6.7937291046879436,6.317937717902194,6.196027759262508,5.646711953827163
Y_e,2.8322681961033167,3.1362353324375056,2.727438514042929,2.729721718536594,2.5697960127583013,2.5893547986090453,2.414871155056868,2.287559492472589
lag,0.07450542029028234,1.0370866417247406e-5,0.38538993577750397,0.0009713297164412426,0.00015409391254226325,0.014420255246450707,0.0018102833751016522,0.002740287967102628
loss,1.0393850323125566,2.6077346788591242,0.3638411496517078,0.7008411420692554,0.9201090885354385,0.770056974851494,0.7386808141330786,1.2059819918991423
