x, y
5.799300811070395, 0.01768783220711699
5.799300811070395, 0.01768783220711699
8.256477355794594, 0.03542168711647226
11.856271276255995, 0.09302863865679174
11.856271276255995, 0.09302863865679174
11.93925828517221, 0.11804799028463164
11.93925828517221, 0.11804799028463164
14.975645414264525, 0.18411591224524945
14.956531529666702, 0.22716521057975772
18.125584764367314, 0.27682267675321237
18.117541482045738, 0.2973469181093184
18.145267888614736, 0.352167951851748
21.415098719462144, 0.5396136646525619
21.415098719462144, 0.5396136646525619
21.379706059430394, 0.5745116217415163
21.379706059430394, 0.5745116217415163
24.85279610515882, 0.6333163683228121
24.85279610515882, 0.6333163683228121
24.82033835604772, 0.7279970489393405
28.37026466538763, 0.9391971352581151
28.40745375704083, 0.9965618268862955
32.07348647309168, 1.069372414254514
32.05636123090608, 1.1018119135054834
32.06317362489443, 1.1239511880848045
34.984681539247674, 1.1971745066524035
34.97559957938365, 1.2266621292773856
36.48565560439353, 1.2690071115980588
38.3763000842179, 1.2081387144961466
37.85783735063743, 1.1249874984228296
41.7919486743961, 0.8637082938623545
39.89770763496746, 0.997427660460794
41.41769947931576, 0.7727870174359919
41.463120367719945, 0.7238159707757874
41.43132796365383, 0.6289558432402986
41.723251798501586, 0.5485007996002499
42.12503518936016, 0.3993759412952222
42.141406373828104, 0.5522556913312717
42.79688583033879, 0.5335798058127984
42.812310746298316, 0.40810601637853683
42.79527791314675, 0.15312088183340275
