"","well","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","combined_data$Strain_nice"
"7623","7623_B3_C. gallinarum_",1,0,1,1,0,1,0,1,"C. gallinarum"
"7624","7624_C2_C. gallinarum_",0,1,0,0,0,0,0,0,"C. gallinarum"
"7625","7625_F3_C. gallinarum_",0,1,1,1,0,0,0,1,"C. gallinarum"
"7626","7626_D7_C. gallinarum_",0,0,1,1,1,1,1,0,"C. gallinarum"
"7627","7627_B7_C. gallinarum_",0,0,1,1,0,1,1,0,"C. gallinarum"
"7628","7628_D5_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7629","7629_D7_C. gallinarum_",0,0,0,0,1,0,0,1,"C. gallinarum"
"7630","7630_B5_C. gallinarum_",0,1,1,1,1,0,1,0,"C. gallinarum"
"7631","7631_B5_C. gallinarum_",0,1,1,1,1,0,1,0,"C. gallinarum"
"7632","7632_E6_C. gallinarum_",0,0,0,1,0,0,1,1,"C. gallinarum"
"7633","7633_G7_C. gallinarum_",1,1,1,0,0,0,1,0,"C. gallinarum"
"7634","7634_F7_C. gallinarum_",0,0,1,1,1,0,1,1,"C. gallinarum"
"7635","7635_B2_C. gallinarum_",0,1,1,0,0,0,1,0,"C. gallinarum"
"7636","7636_G9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7637","7637_E4_C. gallinarum_",1,0,0,1,0,1,1,1,"C. gallinarum"
"7638","7638_E9_C. gallinarum_",1,1,1,0,1,1,0,1,"C. gallinarum"
"7639","7639_B3_C. gallinarum_",0,0,0,0,0,0,1,0,"C. gallinarum"
"7640","7640_E9_C. gallinarum_",1,1,1,0,1,1,0,1,"C. gallinarum"
"7641","7641_E2_C. gallinarum_",0,0,0,1,0,0,0,0,"C. gallinarum"
"7643","7643_E6_C. gallinarum_",0,0,0,1,0,0,1,1,"C. gallinarum"
"7644","7644_D4_C. gallinarum_",0,1,1,0,0,1,1,0,"C. gallinarum"
"7645","7645_D7_C. gallinarum_",0,0,1,1,1,1,1,0,"C. gallinarum"
"7646","7646_G2_C. gallinarum_",0,0,1,1,1,1,1,1,"C. gallinarum"
"7647","7647_F5_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7648","7648_C11_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7649","7649_G8_C. gallinarum_",1,1,0,0,1,1,0,0,"C. gallinarum"
"7650","7650_B8_C. gallinarum_",0,0,1,0,1,1,1,1,"C. gallinarum"
"7651","7651_G7_C. gallinarum_",0,0,1,1,0,1,1,1,"C. gallinarum"
"7652","7652_G5_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7653","7653_F9_C. gallinarum_",1,1,1,0,1,0,1,1,"C. gallinarum"
"7654","7654_G7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7655","7655_F10_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7656","7656_C5_C. gallinarum_",0,1,0,0,0,0,1,0,"C. gallinarum"
"7657","7657_C11_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7658","7658_F4_C. gallinarum_",0,1,1,0,0,0,1,1,"C. gallinarum"
"7659","7659_F6_C. gallinarum_",0,0,0,0,1,1,1,0,"C. gallinarum"
"7660","7660_E5_C. gallinarum_",0,1,1,1,0,1,0,1,"C. gallinarum"
"7661","7661_G6_C. gallinarum_",0,0,0,1,0,0,0,1,"C. gallinarum"
"7662","7662_G10_C. gallinarum_",1,0,1,1,1,1,1,0,"C. gallinarum"
"7663","7663_B5_C. gallinarum_",0,0,1,0,1,0,0,1,"C. gallinarum"
"7664","7664_G9_C. gallinarum_",1,1,1,0,1,0,1,0,"C. gallinarum"
"7665","7665_G11_C. gallinarum_",1,1,0,0,1,1,0,1,"C. gallinarum"
"7666","7666_E9_C. gallinarum_",1,1,0,0,0,1,0,1,"C. gallinarum"
"7667","7667_F9_C. gallinarum_",1,0,1,0,0,0,0,1,"C. gallinarum"
"7668","7668_G11_C. gallinarum_",1,1,0,0,1,1,0,1,"C. gallinarum"
"7669","7669_F9_C. gallinarum_",1,0,1,0,0,0,0,1,"C. gallinarum"
"7670","7670_B6_C. gallinarum_",0,1,1,0,1,1,0,1,"C. gallinarum"
"7671","7671_E5_C. gallinarum_",0,0,1,1,0,0,0,0,"C. gallinarum"
"7672","7672_D6_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7673","7673_E2_C. gallinarum_",1,0,0,0,1,1,1,0,"C. gallinarum"
"7674","7674_C8_C. gallinarum_",1,1,0,1,0,0,0,0,"C. gallinarum"
"7675","7675_B2_C. gallinarum_",0,1,1,1,1,1,0,1,"C. gallinarum"
"7676","7676_G5_C. gallinarum_",0,1,1,0,1,1,1,0,"C. gallinarum"
"7677","7677_F9_C. gallinarum_",1,0,1,0,0,0,0,1,"C. gallinarum"
"7678","7678_D8_C. gallinarum_",1,1,1,1,1,1,0,0,"C. gallinarum"
"7679","7679_D9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7680","7680_C10_C. gallinarum_",1,0,1,1,0,0,1,0,"C. gallinarum"
"7681","7681_B6_C. gallinarum_",0,1,1,0,1,1,0,1,"C. gallinarum"
"7682","7682_B6_C. gallinarum_",0,1,1,0,1,1,0,1,"C. gallinarum"
"7683","7683_E2_C. gallinarum_",0,1,0,1,0,1,0,0,"C. gallinarum"
"7684","7684_D5_C. gallinarum_",0,1,0,1,0,1,1,0,"C. gallinarum"
"7685","7685_G2_C. gallinarum_",0,0,0,0,0,1,0,0,"C. gallinarum"
"7686","7686_E5_C. gallinarum_",0,0,1,1,0,0,0,0,"C. gallinarum"
"7687","7687_F8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7688","7688_C11_C. gallinarum_",1,0,1,0,0,1,0,1,"C. gallinarum"
"7689","7689_E5_C. gallinarum_",0,1,0,1,0,1,0,1,"C. gallinarum"
"7690","7690_G4_C. gallinarum_",0,1,0,0,1,0,0,0,"C. gallinarum"
"7691","7691_B4_C. gallinarum_",1,0,0,1,1,1,1,0,"C. gallinarum"
"7692","7692_F8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7693","7693_D11_C. gallinarum_",1,0,0,0,0,0,1,1,"C. gallinarum"
"7694","7694_C5_C. gallinarum_",0,1,0,1,1,0,0,1,"C. gallinarum"
"7695","7695_D11_C. gallinarum_",1,0,1,1,0,1,1,1,"C. gallinarum"
"7696","7696_E2_C. gallinarum_",0,1,0,1,0,1,0,0,"C. gallinarum"
"7697","7697_G9_C. gallinarum_",1,1,1,0,1,0,1,0,"C. gallinarum"
"7698","7698_G6_C. gallinarum_",0,0,0,0,1,1,0,1,"C. gallinarum"
"7699","7699_D9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7700","7700_D5_C. gallinarum_",0,0,1,0,0,1,0,1,"C. gallinarum"
"7701","7701_E5_C. gallinarum_",0,0,1,0,0,0,1,1,"C. gallinarum"
"7702","7702_G3_C. gallinarum_",1,0,1,0,0,1,1,1,"C. gallinarum"
"7703","7703_D7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7704","7704_G8_C. gallinarum_",1,1,1,1,0,1,1,0,"C. gallinarum"
"7705","7705_F10_C. gallinarum_",1,0,1,0,1,0,1,0,"C. gallinarum"
"7706","7706_D11_C. gallinarum_",1,0,0,0,0,0,1,1,"C. gallinarum"
"7707","7707_E4_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7708","7708_E7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7709","7709_B9_C. gallinarum_",1,0,1,1,0,0,0,0,"C. gallinarum"
"7710","7710_D6_C. gallinarum_",0,1,1,0,0,1,1,1,"C. gallinarum"
"7711","7711_G8_C. gallinarum_",1,1,1,1,0,1,1,0,"C. gallinarum"
"7712","7712_C11_C. gallinarum_",1,1,0,1,0,1,1,0,"C. gallinarum"
"7713","7713_C2_C. gallinarum_",1,1,0,0,0,1,1,1,"C. gallinarum"
"7714","7714_C8_C. gallinarum_",0,0,0,1,1,1,1,0,"C. gallinarum"
"7715","7715_C6_C. gallinarum_",0,0,1,0,0,0,0,1,"C. gallinarum"
"7716","7716_F5_C. gallinarum_",0,1,0,1,0,0,1,1,"C. gallinarum"
"7717","7717_F9_C. gallinarum_",1,1,0,0,0,0,1,1,"C. gallinarum"
"7718","7718_C2_C. gallinarum_",0,1,1,1,1,0,1,1,"C. gallinarum"
"7719","7719_C8_C. gallinarum_",0,0,0,1,1,1,1,0,"C. gallinarum"
"7720","7720_G9_C. gallinarum_",1,0,0,1,1,0,0,0,"C. gallinarum"
"7721","7721_D11_C. gallinarum_",1,1,0,1,0,1,0,1,"C. gallinarum"
"7722","7722_C9_C. gallinarum_",1,0,1,0,1,0,0,0,"C. gallinarum"
"7723","7723_E6_C. gallinarum_",0,1,0,1,1,1,1,0,"C. gallinarum"
"7724","7724_D8_C. gallinarum_",0,0,0,1,1,1,0,1,"C. gallinarum"
"7725","7725_B11_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7726","7726_C11_C. gallinarum_",1,0,1,0,0,1,0,1,"C. gallinarum"
"7727","7727_D3_C. gallinarum_",0,1,1,1,0,1,0,0,"C. gallinarum"
"7728","7728_G6_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7729","7729_D6_C. gallinarum_",0,1,0,0,0,1,1,1,"C. gallinarum"
"7730","7730_C11_C. gallinarum_",1,1,0,1,0,1,1,0,"C. gallinarum"
"7731","7731_F8_C. gallinarum_",0,0,0,1,0,1,1,1,"C. gallinarum"
"7732","7732_B10_C. gallinarum_",1,1,0,1,1,1,1,0,"C. gallinarum"
"7733","7733_E8_C. gallinarum_",1,1,0,1,0,0,1,0,"C. gallinarum"
"7734","7734_F3_C. gallinarum_",1,0,0,1,0,0,0,0,"C. gallinarum"
"7735","7735_F5_C. gallinarum_",0,0,1,0,1,0,0,0,"C. gallinarum"
"7736","7736_C10_C. gallinarum_",1,1,0,1,1,1,0,1,"C. gallinarum"
"7737","7737_E10_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7738","7738_D11_C. gallinarum_",1,1,0,1,0,1,0,1,"C. gallinarum"
"7739","7739_F3_C. gallinarum_",0,1,1,1,0,0,0,1,"C. gallinarum"
"7740","7740_D8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7741","7741_G5_C. gallinarum_",0,0,1,0,0,1,0,0,"C. gallinarum"
"7742","7742_E2_C. gallinarum_",0,1,1,0,1,1,1,1,"C. gallinarum"
"7743","7743_E10_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7744","7744_E2_C. gallinarum_",0,1,1,0,1,1,1,1,"C. gallinarum"
"7745","7745_F8_C. gallinarum_",1,1,0,0,0,0,1,0,"C. gallinarum"
"7746","7746_G9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7747","7747_C9_C. gallinarum_",1,1,0,0,1,0,0,1,"C. gallinarum"
"7748","7748_E3_C. gallinarum_",0,1,0,0,0,1,1,0,"C. gallinarum"
"7749","7749_F10_C. gallinarum_",1,0,1,0,1,0,1,0,"C. gallinarum"
"7750","7750_E8_C. gallinarum_",0,0,0,1,1,0,1,1,"C. gallinarum"
"7751","7751_F10_C. gallinarum_",1,0,1,0,1,0,1,0,"C. gallinarum"
"7752","7752_C5_C. gallinarum_",0,1,1,1,1,0,0,1,"C. gallinarum"
"7753","7753_F9_C. gallinarum_",1,1,1,0,1,0,1,1,"C. gallinarum"
"7754","7754_C9_C. gallinarum_",1,1,1,1,0,1,0,0,"C. gallinarum"
"7755","7755_C8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7756","7756_B6_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7757","7757_G2_C. gallinarum_",0,1,0,1,0,0,0,1,"C. gallinarum"
"7758","7758_D9_C. gallinarum_",1,1,1,0,1,1,1,0,"C. gallinarum"
"7759","7759_C3_C. gallinarum_",1,0,1,1,0,0,1,1,"C. gallinarum"
"7760","7760_D10_C. gallinarum_",1,1,1,0,0,1,0,1,"C. gallinarum"
"7761","7761_C3_C. gallinarum_",1,1,1,1,1,1,0,1,"C. gallinarum"
"7762","7762_D9_C. gallinarum_",1,1,1,1,0,0,1,0,"C. gallinarum"
"7763","7763_F8_C. gallinarum_",1,1,0,0,0,0,1,0,"C. gallinarum"
"7764","7764_G6_C. gallinarum_",0,0,1,1,1,0,0,1,"C. gallinarum"
"7765","7765_E7_C. gallinarum_",1,1,1,0,1,0,0,0,"C. gallinarum"
"7766","7766_B11_C. gallinarum_",1,0,1,1,1,1,0,1,"C. gallinarum"
"7767","7767_F6_C. gallinarum_",0,0,1,1,1,0,1,0,"C. gallinarum"
"7768","7768_D10_C. gallinarum_",1,0,0,1,0,0,0,1,"C. gallinarum"
"7769","7769_D9_C. gallinarum_",1,1,0,0,0,1,1,0,"C. gallinarum"
"7770","7770_C8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7771","7771_C10_C. gallinarum_",1,1,0,1,1,1,0,1,"C. gallinarum"
"7772","7772_E4_C. gallinarum_",0,0,1,1,0,0,0,1,"C. gallinarum"
"7773","7773_E10_C. gallinarum_",1,1,0,1,0,1,1,1,"C. gallinarum"
"7774","7774_G8_C. gallinarum_",1,1,0,0,0,0,0,1,"C. gallinarum"
"7775","7775_B4_C. gallinarum_",1,0,1,1,1,1,1,1,"C. gallinarum"
"7776","7776_G3_C. gallinarum_",0,1,1,0,1,1,0,0,"C. gallinarum"
"7777","7777_D7_C. gallinarum_",0,0,1,1,0,0,1,1,"C. gallinarum"
"7778","7778_F7_C. gallinarum_",0,0,1,1,1,0,1,1,"C. gallinarum"
"7779","7779_C4_C. gallinarum_",0,1,1,1,1,1,1,1,"C. gallinarum"
"7780","7780_D8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7781","7781_C2_C. gallinarum_",0,1,1,0,0,0,0,1,"C. gallinarum"
"7782","7782_G5_C. gallinarum_",0,0,0,1,1,0,1,0,"C. gallinarum"
"7783","7783_B3_C. gallinarum_",0,0,0,0,0,0,1,0,"C. gallinarum"
"7784","7784_D9_C. gallinarum_",1,1,1,1,0,0,1,0,"C. gallinarum"
"7785","7785_C6_C. gallinarum_",0,1,1,0,1,0,1,1,"C. gallinarum"
"7786","7786_G11_C. gallinarum_",0,1,1,0,0,1,0,0,"C. gallinarum"
"7787","7787_D3_C. gallinarum_",1,1,0,0,0,0,0,0,"C. gallinarum"
"7788","7788_E10_C. gallinarum_",1,0,0,0,1,1,0,0,"C. gallinarum"
"7789","7789_E6_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7790","7790_G4_C. gallinarum_",0,1,0,1,1,1,0,0,"C. gallinarum"
"7791","7791_G2_C. gallinarum_",1,0,1,1,0,1,1,0,"C. gallinarum"
"7792","7792_D10_C. gallinarum_",1,1,1,0,0,1,0,1,"C. gallinarum"
"7793","7793_F5_C. gallinarum_",0,1,1,1,0,0,1,1,"C. gallinarum"
"7794","7794_F7_C. gallinarum_",0,0,0,0,0,1,0,1,"C. gallinarum"
"7795","7795_G7_C. gallinarum_",0,0,1,1,0,1,1,1,"C. gallinarum"
"7796","7796_G5_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7797","7797_G3_C. gallinarum_",0,1,0,0,0,0,1,1,"C. gallinarum"
"7798","7798_E3_C. gallinarum_",1,0,1,0,1,1,0,1,"C. gallinarum"
"7799","7799_E3_C. gallinarum_",1,0,1,0,1,1,0,1,"C. gallinarum"
"7800","7800_F7_C. gallinarum_",1,1,1,0,0,1,0,0,"C. gallinarum"
"7801","7801_D6_C. gallinarum_",0,1,1,0,0,1,1,1,"C. gallinarum"
"7802","7802_C2_C. gallinarum_",0,1,1,1,1,0,1,1,"C. gallinarum"
"7803","7803_G9_C. gallinarum_",1,0,0,1,1,0,0,0,"C. gallinarum"
"7804","7804_B10_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7805","7805_F8_C. gallinarum_",1,1,1,1,1,0,0,1,"C. gallinarum"
"7806","7806_F4_C. gallinarum_",0,0,1,0,1,1,0,0,"C. gallinarum"
"7807","7807_F7_C. gallinarum_",0,0,1,0,1,1,0,1,"C. gallinarum"
"7808","7808_B7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7809","7809_B3_C. gallinarum_",1,0,0,0,0,1,1,1,"C. gallinarum"
"7810","7810_B11_C. gallinarum_",1,1,0,1,1,0,0,1,"C. gallinarum"
"7811","7811_F11_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7812","7812_C9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7813","7813_G4_C. gallinarum_",0,1,0,0,1,0,0,0,"C. gallinarum"
"7814","7814_C11_C. gallinarum_",1,0,1,1,1,0,1,1,"C. gallinarum"
"7815","7815_B11_C. gallinarum_",1,0,1,0,0,1,1,0,"C. gallinarum"
"7816","7816_E10_C. gallinarum_",1,0,0,0,1,1,0,0,"C. gallinarum"
"7817","7817_E3_C. gallinarum_",1,0,1,0,1,1,0,1,"C. gallinarum"
"7818","7818_C3_C. gallinarum_",0,1,0,0,1,0,1,0,"C. gallinarum"
"7819","7819_B4_C. gallinarum_",1,0,0,0,0,1,0,0,"C. gallinarum"
"7820","7820_D2_C. gallinarum_",0,1,1,1,0,1,1,1,"C. gallinarum"
"7821","7821_C6_C. gallinarum_",0,0,1,0,0,0,0,1,"C. gallinarum"
"7822","7822_G8_C. gallinarum_",1,1,1,1,0,1,1,0,"C. gallinarum"
"7823","7823_B6_C. gallinarum_",0,1,0,0,1,1,0,1,"C. gallinarum"
"7824","7824_G6_C. gallinarum_",0,0,0,0,1,1,0,1,"C. gallinarum"
"7825","7825_G8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7826","7826_F2_C. gallinarum_",0,1,0,1,0,0,1,0,"C. gallinarum"
"7827","7827_G3_C. gallinarum_",1,0,1,0,0,1,1,1,"C. gallinarum"
"7828","7828_G11_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7829","7829_C11_C. gallinarum_",1,0,1,1,1,0,1,1,"C. gallinarum"
"7830","7830_F2_C. gallinarum_",0,1,0,1,0,0,1,0,"C. gallinarum"
"7831","7831_D9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7832","7832_G3_C. gallinarum_",1,0,1,0,0,1,1,1,"C. gallinarum"
"7833","7833_D3_C. gallinarum_",1,1,0,0,0,0,0,0,"C. gallinarum"
"7834","7834_G9_C. gallinarum_",1,1,1,0,1,0,1,0,"C. gallinarum"
"7835","7835_C7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7836","7836_F5_C. gallinarum_",0,0,0,1,1,1,0,0,"C. gallinarum"
"7837","7837_E11_C. gallinarum_",1,0,1,0,1,1,1,1,"C. gallinarum"
"7838","7838_C7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7839","7839_F4_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7840","7840_G8_C. gallinarum_",1,1,0,0,0,0,0,1,"C. gallinarum"
"7841","7841_G11_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7842","7842_E7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7843","7843_C7_C. gallinarum_",0,0,0,0,1,0,1,0,"C. gallinarum"
"7844","7844_C9_C. gallinarum_",1,1,1,1,0,0,1,1,"C. gallinarum"
"7845","7845_C6_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7846","7846_D2_C. gallinarum_",1,0,0,1,0,0,1,1,"C. gallinarum"
"7847","7847_C10_C. gallinarum_",1,1,0,1,1,1,0,1,"C. gallinarum"
"7848","7848_B3_C. gallinarum_",1,1,1,1,1,1,1,0,"C. gallinarum"
"7849","7849_B8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7850","7850_G7_C. gallinarum_",1,1,1,0,0,0,1,0,"C. gallinarum"
"7851","7851_D3_C. gallinarum_",0,1,0,0,1,0,0,1,"C. gallinarum"
"7852","7852_F11_C. gallinarum_",0,1,1,0,1,0,0,0,"C. gallinarum"
"7853","7853_B5_C. gallinarum_",0,1,0,0,0,1,0,0,"C. gallinarum"
"7854","7854_C4_C. gallinarum_",1,0,0,0,0,0,1,0,"C. gallinarum"
"7855","7855_C10_C. gallinarum_",1,0,0,1,0,0,1,0,"C. gallinarum"
"7856","7856_E11_C. gallinarum_",1,0,0,1,1,1,0,0,"C. gallinarum"
"7857","7857_B7_C. gallinarum_",0,1,0,1,0,1,1,1,"C. gallinarum"
"7858","7858_B7_C. gallinarum_",0,0,1,1,0,1,1,0,"C. gallinarum"
"7859","7859_G7_C. gallinarum_",0,0,0,0,0,0,1,1,"C. gallinarum"
"7860","7860_D4_C. gallinarum_",0,1,1,0,0,1,1,0,"C. gallinarum"
"7861","7861_D4_C. gallinarum_",1,0,0,1,1,0,1,1,"C. gallinarum"
"7862","7862_F11_C. gallinarum_",0,1,1,0,1,0,0,0,"C. gallinarum"
"7863","7863_E2_C. gallinarum_",1,0,1,1,1,0,1,0,"C. gallinarum"
"7864","7864_B2_C. gallinarum_",0,1,1,0,0,0,1,0,"C. gallinarum"
"7865","7865_G7_C. gallinarum_",1,1,1,0,0,0,1,0,"C. gallinarum"
"7866","7866_G6_C. gallinarum_",0,1,0,1,1,0,1,1,"C. gallinarum"
"7867","7867_E6_C. gallinarum_",0,0,1,1,1,1,0,0,"C. gallinarum"
"7868","7868_C9_C. gallinarum_",1,1,1,1,0,1,0,0,"C. gallinarum"
"7869","7869_C10_C. gallinarum_",1,0,0,1,0,0,1,0,"C. gallinarum"
"7870","7870_F11_C. gallinarum_",1,1,0,0,1,1,1,0,"C. gallinarum"
"7871","7871_B4_C. gallinarum_",0,1,1,0,1,0,1,0,"C. gallinarum"
"7872","7872_B7_C. gallinarum_",0,0,0,0,1,0,1,1,"C. gallinarum"
"7873","7873_C7_C. gallinarum_",0,1,0,0,1,1,1,1,"C. gallinarum"
"7874","7874_G5_C. gallinarum_",0,1,0,0,1,1,1,0,"C. gallinarum"
"7875","7875_F10_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7876","7876_D8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7877","7877_F3_C. gallinarum_",0,1,0,0,0,1,0,1,"C. gallinarum"
"7878","7878_E7_C. gallinarum_",0,0,1,1,1,1,0,1,"C. gallinarum"
"7879","7879_G3_C. gallinarum_",1,0,0,0,1,0,0,0,"C. gallinarum"
"7880","7880_G6_C. gallinarum_",0,0,0,1,0,0,0,1,"C. gallinarum"
"7881","7881_F8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7882","7882_C2_C. gallinarum_",1,0,0,1,0,1,0,1,"C. gallinarum"
"7883","7883_G6_C. gallinarum_",0,0,0,1,0,0,0,1,"C. gallinarum"
"7884","7884_F5_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7885","7885_C9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7886","7886_E7_C. gallinarum_",0,0,1,0,1,1,1,0,"C. gallinarum"
"7887","7887_D5_C. gallinarum_",0,0,1,0,0,1,0,1,"C. gallinarum"
"7888","7888_C6_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7889","7889_G7_C. gallinarum_",1,1,1,0,0,0,1,0,"C. gallinarum"
"7890","7890_B10_C. gallinarum_",1,0,1,1,0,1,0,0,"C. gallinarum"
"7891","7891_G4_C. gallinarum_",0,1,1,1,1,1,0,0,"C. gallinarum"
"7892","7892_C3_C. gallinarum_",1,0,1,1,0,0,1,1,"C. gallinarum"
"7893","7893_D4_C. gallinarum_",0,0,1,1,0,0,1,0,"C. gallinarum"
"7894","7894_B10_C. gallinarum_",1,0,1,1,0,1,0,0,"C. gallinarum"
"7895","7895_D5_C. gallinarum_",0,1,1,1,0,1,1,0,"C. gallinarum"
"7896","7896_B6_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7897","7897_G6_C. gallinarum_",0,0,1,1,1,0,0,1,"C. gallinarum"
"7898","7898_C2_C. gallinarum_",0,1,1,0,0,0,0,1,"C. gallinarum"
"7899","7899_F10_C. gallinarum_",1,0,0,0,1,0,1,0,"C. gallinarum"
"7900","7900_E5_C. gallinarum_",0,0,1,1,0,0,0,0,"C. gallinarum"
"7901","7901_B5_C. gallinarum_",0,1,0,1,1,0,1,0,"C. gallinarum"
"7902","7902_B9_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7903","7903_F2_C. gallinarum_",1,0,1,1,1,0,0,1,"C. gallinarum"
"7904","7904_G5_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7905","7905_G2_C. gallinarum_",0,0,0,0,0,1,0,0,"C. gallinarum"
"7906","7906_C8_C. gallinarum_",1,1,0,1,0,0,0,0,"C. gallinarum"
"7907","7907_D5_C. gallinarum_",0,1,1,1,0,1,1,0,"C. gallinarum"
"7908","7908_D2_C. gallinarum_",0,1,0,1,1,0,0,0,"C. gallinarum"
"7909","7909_C7_C. gallinarum_",0,0,0,0,0,1,1,1,"C. gallinarum"
"7910","7910_B11_C. gallinarum_",1,0,0,0,0,1,1,0,"C. gallinarum"
"7911","7911_E8_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7912","7912_C5_C. gallinarum_",0,0,1,0,0,1,1,0,"C. gallinarum"
"7913","7913_B8_C. gallinarum_",0,0,1,0,0,1,1,1,"C. gallinarum"
"7914","7914_C8_C. gallinarum_",1,1,0,1,0,0,0,0,"C. gallinarum"
"7915","7915_C3_C. gallinarum_",0,0,0,0,0,0,0,1,"C. gallinarum"
"7916","7916_F4_C. gallinarum_",0,0,1,0,1,1,0,0,"C. gallinarum"
"7917","7917_F2_C. gallinarum_",1,0,0,0,1,1,0,1,"C. gallinarum"
"7918","7918_B4_C. gallinarum_",1,0,0,1,1,1,1,0,"C. gallinarum"
"7919","7919_D11_C. gallinarum_",1,0,1,0,0,0,1,1,"C. gallinarum"
"7920","7920_C9_C. gallinarum_",1,0,1,0,1,0,0,0,"C. gallinarum"
"7921","7921_E8_C. gallinarum_",1,1,1,1,1,0,1,0,"C. gallinarum"
"7922","7922_C7_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
"7923","7923_E2_C. gallinarum_",1,0,1,1,1,0,1,0,"C. gallinarum"
"7924","7924_G11_C. gallinarum_",1,0,0,1,1,0,0,1,"C. gallinarum"
"7925","7925_F2_C. gallinarum_",0,0,0,0,1,0,0,0,"C. gallinarum"
"7926","7926_D8_C. gallinarum_",1,1,0,0,1,0,0,0,"C. gallinarum"
"7927","7927_E10_C. gallinarum_",1,1,0,1,0,1,1,1,"C. gallinarum"
"7928","7928_B3_C. gallinarum_",0,1,0,0,1,1,0,0,"C. gallinarum"
"7929","7929_E10_C. gallinarum_",1,0,1,0,1,1,0,0,"C. gallinarum"
"7930","7930_C3_C. gallinarum_",0,1,1,1,1,0,0,0,"C. gallinarum"
"7931","7931_C4_C. gallinarum_",0,1,1,1,1,1,1,1,"C. gallinarum"
"7932","7932_F11_C. gallinarum_",0,0,0,0,0,0,0,0,"C. gallinarum"
